Numéro;État courant;Motif de rejet;Commentaire de l'état;Type de demande de paiement;Type facture;Type de facture de travaux;Cadre de facturation;Date Fournisseur;Date de création;Date de dépôt;Date état courant;Date échéance paiement;Valideur 1 (date de validation);Valideur 2 (date de validation);Fournisseur (type d'identifiant);Fournisseur (identifiant);Fournisseur (désignation);Fournisseur (TVA intracommunautaire);Fournisseur (code service);Fournisseur (service);Destinataire (type d'identifiant);Destinataire (identifiant);Destinataire (désignation);Destinataire (TVA intracommunautaire);Destinataire (code service);Destinataire (service);Mode de dépôt;Mt HT;Mt TTC;Montant à payer;Montant TTC avant remise;Montant remise globale TTC;Motif;Montant TVA;Devise de la facture;Type de TVA;Motif d'éxoneration;Certificat de dépôt n°;Identifiant numérisation;Numéro de la facture d'origine;Numéro DP mandat;Numéro du bon de commande;Numéro de marché;Coordonnées bancaires;BIC ou Swift;Mode de règlement;Document précédent (numéro);Document précédent (type de pièce);Document suivant (numéro);Document suivant (type de pièce);Dossier de facturation;Commentaire;Numéro de lot transmis;Date modification;Telechargée;Emetteur (type d'identifiant);Emetteur (identifiant);Emetteur (désignation);Affactureur (type d'identifiant);Affactureur (identifiant);Affactureur (désignation);Maîtrise d’oeuvre (type d'identifiant);Maîtrise d’oeuvre (identifiant);Maîtrise d’oeuvre (désignation);Maîtrise d’oeuvre (TVA intracommunautaire);Maîtrise d'oeuvre (code service);Maîtrise d’oeuvre (service);Maîtrise d’ouvrage (type d'identifiant);Maîtrise d’ouvrage (identifiant);Maîtrise d’ouvrage (désignation);Maîtrise d’ouvrage (TVA intracommunautaire);Maîtrise d’ouvrage (code service);Maîtrise d’ouvrage (service);Valideur 1 (type d'identifiant);Valideur 1 (identifiant);Valideur 1 (désignation);Valideur 2 (type d'identifiant);Valideur 2 (identifiant);Valideur 2 (désignation);
"0061183";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"17/08/2020";"17/08/2020";"17/08/2020";"23/09/2020";"16/09/2020";"";"";"Structure avec N° SIRET";"44471351500062";"TETRIS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"2853.18";"3423.82";"3423.82";"3423.82";"";"";"570.64";"Euro européen";"TVA sur les encaissements";"";"dt0cx3i8AFQ5WmFcqSWfCAe7jmsnXUFpLJDc+p5mpdI=";"";"";"";"CBDC 0018706";"2017PN040L03";"";"";"Virement";"";"";"";"";"";"";"";"23/09/2020";"Oui";"Structure avec N° SIRET";"44471351500062";"TETRIS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"COM/43390";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"17/08/2020";"18/08/2020";"21/08/2020";"11/09/2020";"17/09/2020";"";"";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1988";"2385.6";"1988";"2385.6";"";"";"397.6";"Euro européen";"TVA sur les débits";"";"BE5M23U8ypmkUrOZ+cG1kLT1TZHsWm561piyuKX/1jA=";"";"";"";"CBDC 18032";"";"";"";"Virement";"";"";"";"";"";"";"";"11/09/2020";"Oui";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"COM/43391";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"17/08/2020";"18/08/2020";"21/08/2020";"11/09/2020";"17/09/2020";"";"";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1381";"1657.2";"1381";"1657.2";"";"";"276.2";"Euro européen";"TVA sur les débits";"";"gVxfTf8a+DXj+qi8SZMw185Tn+v/ZtMBcL1xsl3A1J0=";"";"";"";"CBDC 18156";"";"";"";"Virement";"";"";"";"";"";"";"";"11/09/2020";"Oui";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"COM/43392";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"17/08/2020";"18/08/2020";"21/08/2020";"11/09/2020";"17/09/2020";"";"";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"252.24";"302.69";"252.24";"302.69";"";"";"50.45";"Euro européen";"TVA sur les débits";"";"4FsGVEGuLA67yJR8FeI3/DUdNFlWhYw6L6ImL9/klPc=";"";"";"";"CBDC 18029";"";"";"";"Virement";"";"";"";"";"";"";"";"11/09/2020";"Oui";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"COM/43393";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"17/08/2020";"18/08/2020";"21/08/2020";"11/09/2020";"17/09/2020";"";"";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1785.25";"2142.3";"1785.25";"2142.3";"";"";"357.05";"Euro européen";"TVA sur les débits";"";"wxzVjrQx86xuaOQxciSxesduOrkKJYgv9jOPIjtwpHs=";"";"";"";"CBDC 18162";"";"";"";"Virement";"";"";"";"";"";"";"";"11/09/2020";"Oui";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"COM/43394";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"17/08/2020";"18/08/2020";"21/08/2020";"28/11/2020";"17/09/2020";"";"";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"4886.31";"5863.57";"4886.31";"5863.57";"";"";"977.26";"Euro européen";"TVA sur les débits";"";"Drz++1zVmJutLx3H6IWjJsY8cNKk+n8WzE9+e0UtYOk=";"";"";"";"CBDC 18032";"";"";"";"Virement";"";"";"";"";"";"";"";"28/11/2020";"Oui";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"COM/43395";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"17/08/2020";"18/08/2020";"21/08/2020";"11/09/2020";"17/09/2020";"";"";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1666.56";"1999.87";"1666.56";"1999.87";"";"";"333.31";"Euro européen";"TVA sur les débits";"";"U0M5O+Gwbm8vOkHsYZD/nUCEH7Y/zQG54l5Y2jxtKlY=";"";"";"";"CBDC 18158";"";"";"";"Virement";"";"";"";"";"";"";"";"11/09/2020";"Oui";"Structure avec N° SIRET";"35166703500072";"IMPRIMERIE DE COMPIEGNE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"870 500";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"04/08/2020";"18/08/2020";"18/08/2020";"25/08/2020";"17/09/2020";"";"";"Structure avec N° SIRET";"34927921600064";"UBIQUS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"210";"252";"252";"252";"";"";"42";"Euro européen";"TVA sur les encaissements";"";"ZPKn2Gvmr1wY6AOFIokyQpTovSNjE7oykWyY/aOFu18=";"";"";"";"CBDC 18481";"";"FR7630004003500002725542223";"BNPAFRPPXXX";"Virement";"";"";"";"";"";"";"";"25/08/2020";"Oui";"Structure avec N° SIRET";"34927921600064";"UBIQUS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"F03788200800001";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"15/08/2020";"18/08/2020";"18/08/2020";"22/09/2020";"17/09/2020";"";"";"Structure avec N° SIRET";"35274574900759";"EIFFAGE GENIE CIVIL";"";"EGCAGEN";"EIFFAGE GENIE CIVIL ";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"24916652.98";"29899983.57";"29899983.57";"29899983.57";"";"";"4983330.59";"Euro européen";"TVA sur les encaissements";"";"HP6TzhNMR9Dgq07AIoLxfJAa1O71b0KwpxuB+KTJl7Q=";"";"";"";"CENG 871";"2016PN019L01";"";"";"Virement";"";"";"";"";"";"";"";"22/09/2020";"Oui";"Structure avec N° SIRET";"35274574900759";"EIFFAGE GENIE CIVIL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"NH 73  fin juillet";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/07/2020";"18/08/2020";"18/08/2020";"25/08/2020";"17/09/2020";"";"";"Structure avec N° SIRET";"67203828800060";"SETEC TRAVAUX PUBLICS ET INDUSTRIELS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"864717.39";"1037660.87";"1037660.87";"1037660.87";"";"";"172943.48";"Euro européen";"TVA sur les encaissements";"";"0SFqejbH2m57WgVGUj4Xa5eTmAm8cVL7YKl3foNTEAI=";"";"";"";"CENG512";"2012PN006L03";"";"";"Virement";"";"";"";"";"";"";"";"25/08/2020";"Oui";"Structure avec N° SIRET";"67203828800060";"SETEC TRAVAUX PUBLICS ET INDUSTRIELS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2015PN013L01-90";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"24/07/2020";"19/08/2020";"19/08/2020";"08/09/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"77819650100440";"GEOTEC";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"58626.61";"70351.93";"70351.93";"70351.93";"";"";"11725.32";"Euro européen";"TVA sur les encaissements";"";"ktyosD29TvGS6U2nAzLLbyhVXr7d27Z78U2N+aMhjK0=";"";"";"";"CBDC 12417";"";"";"";"Virement";"";"";"";"";"";"";"";"08/09/2020";"Oui";"Structure avec N° SIRET";"77819650100440";"GEOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2015PN013L01-91";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"24/07/2020";"19/08/2020";"20/08/2020";"17/09/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"77819650100440";"GEOTEC";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"10547.82";"12657.38";"12657.38";"12657.38";"";"";"2109.56";"Euro européen";"TVA sur les encaissements";"";"JsQeSPQA0/eo/BLqkyArYVbr363OkynmzwlvYE64WrE=";"";"";"";"CBDC 0013452";"";"";"";"Virement";"";"";"";"";"";"";"";"17/09/2020";"Oui";"Structure avec N° SIRET";"77819650100440";"GEOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2015PN013L01-92";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"29/07/2020";"19/08/2020";"19/08/2020";"03/09/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"77819650100440";"GEOTEC";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"140890.9";"169069.08";"169069.08";"169069.08";"";"";"28178.18";"Euro européen";"TVA sur les encaissements";"";"0F2Qquo2XFEqzFRd3uHMKULqIrzCh+kgp4iZg2n6LF4=";"";"";"";"CBDC 0018180";"";"";"";"Virement";"";"";"";"";"";"";"";"03/09/2020";"Oui";"Structure avec N° SIRET";"77819650100440";"GEOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"FA036421";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"19/08/2020";"19/08/2020";"24/09/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"39039391600114";"MANEXI";"FR74390393916";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1239.06";"1486.87";"1486.87";"1486.87";"";"";"247.81";"Euro européen";"TVA sur les encaissements";"";"Q2Q36TNNk9qMzK5mNdNCdJmy/QK2trGbUDbjXlqWmVI=";"";"";"";"CBDC 0009842";"";"";"";"Virement";"";"";"";"";"";"";"";"24/09/2020";"Oui";"Structure avec N° SIRET";"39039391600114";"MANEXI";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"FA036422";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"19/08/2020";"19/08/2020";"22/09/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"39039391600114";"MANEXI";"FR74390393916";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1177";"1412.4";"1412.4";"1412.4";"";"";"235.4";"Euro européen";"TVA sur les encaissements";"";"uU+EMwInGe0kS5mqurcPyhd5SKAyGsnNyXtaGpH9sdU=";"";"";"";"CBDC 0018150";"";"";"";"Virement";"";"";"";"";"";"";"";"22/09/2020";"Oui";"Structure avec N° SIRET";"39039391600114";"MANEXI";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20080413321F430";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"19/08/2020";"19/08/2020";"29/08/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"43911290500039";"ECEDI";"";"DAF";"DAF";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"5000";"6000";"6000";"6000";"";"";"1000";"Euro européen";"TVA sur les encaissements";"";"6wkekZCQ2GTizi7s7AhwY4dGS8yjBik2VN5dkh9JHWU=";"";"";"";"CBDC 0018844";"";"FR42559000204100001358370";"";"Virement";"";"";"";"";"";"";"";"29/08/2020";"Oui";"Structure avec N° SIRET";"43911290500039";"ECEDI";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2020-94";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"19/08/2020";"19/08/2020";"23/10/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"52182062100030";"ESP CONSEIL";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"6700";"8040";"8040";"8040";"";"";"1340";"Euro européen";"TVA sur les encaissements";"";"DVwSSezItlMWGdU0VZaNJ0X97Xtj6ivCHZB4b8K3Zqg=";"";"";"";"CBDC0018927";"2018MAPA021";"FR13306000240007049371374";"";"Virement";"";"";"";"";"";"";"";"23/10/2020";"Oui";"Structure avec N° SIRET";"52182062100030";"ESP CONSEIL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"900501606";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"19/08/2020";"19/08/2020";"19/08/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"38919198200344";"ALSTOM TRANSPORT SA";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"2525973.76";"3031168.51";"3031168.51";"3031168.51";"";"";"505194.75";"Euro européen";"TVA sur les encaissements";"";"/ZY60cf8w6nV0jWap+j7K7uf/6M+FzEYpJ0kCWyQAR4=";"";"";"";"CENG998";"2014PN005";"";"";"Virement";"";"";"";"";"";"";"";"19/08/2020";"Oui";"Structure avec N° SIRET";"38919198200344";"ALSTOM TRANSPORT SA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"900501610";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"19/08/2020";"19/08/2020";"19/08/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"38919198200344";"ALSTOM TRANSPORT SA";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"6694276.76";"8033132.11";"8033132.11";"8033132.11";"";"";"1338855.35";"Euro européen";"TVA sur les encaissements";"";"TnP5B6N1Ku+oACUj7mnzAhHuxvMjHf77YtbLM3n9UJU=";"";"";"";"CENG998";"2014PN005";"";"";"Virement";"";"";"";"";"";"";"";"19/08/2020";"Oui";"Structure avec N° SIRET";"38919198200344";"ALSTOM TRANSPORT SA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"900501612";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"19/08/2020";"19/08/2020";"27/08/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"38919198200344";"ALSTOM TRANSPORT SA";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"2677710.71";"3213252.85";"3213252.85";"3213252.85";"";"";"535542.14";"Euro européen";"TVA sur les encaissements";"";"59r9T7XZJ4MYH9JBO+N5nOw7cBawzGuVa+0ni4NQeO8=";"";"";"";"CENG998";"2014PN005";"";"";"Virement";"";"";"";"";"";"";"";"27/08/2020";"Oui";"Structure avec N° SIRET";"38919198200344";"ALSTOM TRANSPORT SA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"900501638";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"19/08/2020";"19/08/2020";"27/08/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"38919198200344";"ALSTOM TRANSPORT SA";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"156689.26";"188027.11";"188027.11";"188027.11";"";"";"31337.85";"Euro européen";"TVA sur les encaissements";"";"qt36sbo93CqoZO3jok8wbSspkUUiPk9YdcWhvj4tmNc=";"";"";"";"CENG1224";"2014PN005";"";"";"Virement";"";"";"";"";"";"";"";"27/08/2020";"Oui";"Structure avec N° SIRET";"38919198200344";"ALSTOM TRANSPORT SA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20646840";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"19/08/2020";"19/08/2020";"27/08/2020";"";"";"";"Structure avec N° SIRET";"79018278600950";"BUREAU VERITAS CONSTRUCTION";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"13161.66";"15793.99";"15793.99";"15793.99";"0";"";"2632.33";"Euro européen";"TVA sur les encaissements";"";"";"";"";"";"2016PN004L01";"";"FR7630004013280001271612304";"BNPAFRPPXXX";"Virement";"";"";"";"";"";"";"AAB3181100000000000967322";"27/08/2020";"Oui";"Structure avec N° SIRET";"34377816300075";"SERES SA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"871 003";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"06/08/2020";"19/08/2020";"19/08/2020";"25/08/2020";"18/09/2020";"";"";"Structure avec N° SIRET";"34927921600064";"UBIQUS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"420";"504";"504";"504";"";"";"84";"Euro européen";"TVA sur les encaissements";"";"kZSW8Y0NNOpz/1/KUEMqytx7lGSESAB+y138O0o4mCM=";"";"";"";"CBDC 0018772";"";"FR7630004003500002725542223";"BNPAFRPPXXX";"Virement";"";"";"";"";"";"";"";"25/08/2020";"Oui";"Structure avec N° SIRET";"34927921600064";"UBIQUS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"CH20041640";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"12/06/2020";"20/08/2020";"14/12/2020";"14/12/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"13000918600011";"DIR INFORMATION LEGALE ADMINISTRATIVE";"";"FACTURES_PUBLIQUES";"Service des factures publiques";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"21600";"25920";"25920";"25920";"";"";"4320";"Euro européen";"TVA sur les débits";"";"dTAW7UkLfOGLPnbsHmRMqLlU7IGAUa+7h3zIxvAmau8=";"";"";"";"CHMP 984";"";"FR7630001000641011009018288";"BDFEFRPPCCT";"Virement";"";"";"";"";"";"";"";"14/12/2020";"Oui";"Structure avec N° SIRET";"13000918600011";"DIR INFORMATION LEGALE ADMINISTRATIVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"AV-20/SN/OR9-169";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/07/2020";"20/08/2020";"20/08/2020";"20/08/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"41902849300049";"GNI+";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"-10071.14";"-12085.37";"-12085.37";"-12085.37";"";"";"-2014.23";"Euro européen";"TVA sur les encaissements";"";"qdFiSRxkXQT6QLIfmEPpiVsZ9GBTO4aXhlFhX/38qR4=";"";"";"";"CENG1342";"2019PN024";"FR7630004017440001009243083";"BNPAFRPPMAR";"Virement";"";"";"";"";"";"";"";"20/08/2020";"Oui";"Structure avec N° SIRET";"41902849300049";"GNI+";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20/SN/OR9-170";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/07/2020";"20/08/2020";"20/08/2020";"27/08/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"41902849300049";"GNI+";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"10061.07";"12073.29";"12073.29";"12073.29";"";"";"2012.22";"Euro européen";"TVA sur les encaissements";"";"xc96LNjStkIm1KLtdUY1A00HY5MUBeckq9UPnbsInw0=";"";"";"";"CENG1342";"2019PN024";"FR7630004017440001009243083";"BNPAFRPPMAR";"Virement";"";"";"";"";"";"";"";"27/08/2020";"Oui";"Structure avec N° SIRET";"41902849300049";"GNI+";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"202003439";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"17/08/2020";"20/08/2020";"20/08/2020";"08/09/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"SY01CPTCUST";"FIN DEPARTEMENT COMPTABILITE CLIENT";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"88994.75";"106793.7";"106793.7";"106793.7";"";"";"17798.95";"Euro européen";"TVA sur les encaissements";"";"E3FEZTpWr+OMBMrgUs1dlNGIdA2y/7ZiIdSnPPG6h3w=";"";"";"";"CBDC0018364";"2018PN051";"";"";"Virement";"";"";"";"";"";"";"";"08/09/2020";"Oui";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"T3A-TF-2020-07";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"01/08/2020";"20/08/2020";"20/08/2020";"17/09/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"40798530800011";"BOUYGUES TRAVAUX PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"13771650.85";"16525981.02";"16525981.02";"16525981.02";"";"";"2754330.17";"Euro européen";"TVA sur les encaissements";"";"Tns69J0/lvbCuigt93TfcFSfFXSBXNbWtHmgCNZ3dps=";"";"";"";"CENG706";"";"";"";"Virement";"";"";"";"";"";"";"";"17/09/2020";"Oui";"Structure avec N° SIRET";"40798530800011";"BOUYGUES TRAVAUX PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"202003440";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"17/08/2020";"20/08/2020";"20/08/2020";"29/08/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"SY01CPTCUST";"FIN DEPARTEMENT COMPTABILITE CLIENT";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"156509.87";"187811.84";"187811.84";"187811.84";"";"";"31301.97";"Euro européen";"TVA sur les encaissements";"";"PVy3y9Lqd4WiqxU3CrxtqoocYkZMBgN/Oqr7DYtZiGA=";"";"";"";"CENG 1323";"2018PN051";"";"";"Virement";"";"";"";"";"";"";"";"29/08/2020";"Oui";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"T3A-TC-2020-07";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"01/07/2020";"20/08/2020";"20/08/2020";"17/09/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"40798530800011";"BOUYGUES TRAVAUX PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1.41";"1.69";"1.69";"1.69";"";"";"0.28";"Euro européen";"TVA sur les encaissements";"";"vWn1QKYI3ZfeheLENvY7XD348wULRaeGw/GYc+0Yz+w=";"";"";"";"CENG1036";"";"";"";"Virement";"";"";"";"";"";"";"";"17/09/2020";"Oui";"Structure avec N° SIRET";"40798530800011";"BOUYGUES TRAVAUX PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
